geneID	Chr	Strand	Gene.name	Gene.type	Description	NExons	gene.LR	P.Value	FDR
ENSG00000158406	6	-	HIST1H4H	protein_coding	histone cluster 1 H4 family member h [Source:HGNC Symbol;Acc:HGNC:4788]	5	42.0870065625775	1.60030683922277e-08	1.57160800323938e-06
ENSG00000055332	2	-	EIF2AK2	protein_coding	eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]	32	95.6570207922383	1.62414420504291e-08	1.58445485327729e-06
ENSG00000171735	1	+	CAMTA1	protein_coding	calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]	36	102.096535044557	1.75020309047153e-08	1.69620011353527e-06
ENSG00000119689	14	+	DLST	protein_coding	dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911]	43	113.328175572446	1.79578315374287e-08	1.7289987998553e-06
ENSG00000102804	13	-	TSC22D1	protein_coding	TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]	22	77.7873016941558	1.88564316927087e-08	1.80372789133306e-06
ENSG00000113758	5	-	DBN1	protein_coding	drebrin 1 [Source:HGNC Symbol;Acc:HGNC:2695]	32	94.7075136582674	2.26851758639684e-08	2.1559698429169e-06
ENSG00000108819	17	-	PPP1R9B	protein_coding	protein phosphatase 1 regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298]	13	59.8566482863815	2.39730622186227e-08	2.26376397142648e-06
ENSG00000185551	15	+	NR2F2	protein_coding	nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]	9	51.0203757413329	2.60045706990233e-08	2.43995752208479e-06
ENSG00000137070	9	+	IL11RA	protein_coding	interleukin 11 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5967]	40	106.542917110621	3.47508572786515e-08	3.23996758589757e-06
ENSG00000255054	1	+	AL020996.2	protein_coding	novel protein	7	45.4823981016117	3.75290759978843e-08	3.4769862800304e-06
ENSG00000077264	X	+	PAK3	protein_coding	p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]	31	91.1338535017633	4.41629176366691e-08	4.06602462316108e-06
ENSG00000168395	2	+	ING5	protein_coding	inhibitor of growth family member 5 [Source:HGNC Symbol;Acc:HGNC:19421]	30	89.3911207071513	4.51572198845096e-08	4.13174537961932e-06
ENSG00000182578	5	-	CSF1R	protein_coding	colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433]	30	89.1962205099903	4.83760436444286e-08	4.39893517855603e-06
ENSG00000105323	19	+	HNRNPUL1	protein_coding	heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol;Acc:HGNC:17011]	45	113.300464221961	5.01850975723623e-08	4.53543970759797e-06
ENSG00000214046	19	-	SMIM7	protein_coding	small integral membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:28419]	38	102.118115052573	5.212009424488e-08	4.68159212391053e-06
ENSG00000105223	19	+	PLD3	protein_coding	phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158]	58	132.905031664894	5.31178810257835e-08	4.74230003267161e-06
ENSG00000047410	1	-	TPR	protein_coding	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]	66	144.56445943501	5.53143931661499e-08	4.90865256464189e-06
ENSG00000163359	2	-	COL6A3	protein_coding	collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]	64	141.448209332984	5.84395059691715e-08	5.15492432593931e-06
ENSG00000134287	12	-	ARF3	protein_coding	ADP ribosylation factor 3 [Source:HGNC Symbol;Acc:HGNC:654]	17	65.4061118546478	6.27113189941421e-08	5.49881214346849e-06
ENSG00000132792	20	+	CTNNBL1	protein_coding	catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879]	26	81.6154892697631	6.35612439525367e-08	5.54035908085691e-06
ENSG00000197586	20	+	ENTPD6	protein_coding	ectonucleoside triphosphate diphosphohydrolase 6 [Source:HGNC Symbol;Acc:HGNC:3368]	40	104.616027929715	6.55679085277169e-08	5.68165212071645e-06
ENSG00000280893	16	+	AC009133.6	protein_coding	novel transcript	6	41.5161566376602	7.37929231152627e-08	6.35697982696453e-06
ENSG00000111011	12	-	RSRC2	protein_coding	arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]	47	114.91142927403	8.02722055728027e-08	6.87494104821487e-06
ENSG00000058600	16	+	POLR3E	protein_coding	RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]	59	132.282530683847	9.90242576040674e-08	8.43194415471397e-06
ENSG00000087087	7	+	SRRT	protein_coding	serrate, RNA effector molecule [Source:HGNC Symbol;Acc:HGNC:24101]	50	118.769183294607	1.00490194798252e-07	8.45990348596565e-06
ENSG00000119596	14	+	YLPM1	protein_coding	YLP motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17798]	34	93.7013071373767	1.00501195441178e-07	8.45990348596565e-06
ENSG00000105143	19	-	SLC1A6	protein_coding	solute carrier family 1 member 6 [Source:HGNC Symbol;Acc:HGNC:10944]	20	69.5973750135116	1.07293344143719e-07	8.98033098057458e-06
ENSG00000043514	1	-	TRIT1	protein_coding	tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]	36	96.4720234189601	1.17403366164817e-07	9.77101122584136e-06
ENSG00000010404	X	-	IDS	protein_coding	iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]	19	67.3856610572728	1.24485325226725e-07	1.03022096961511e-05
ENSG00000163346	1	-	PBXIP1	protein_coding	PBX homeobox interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21199]	23	74.2934113028917	1.37303809678579e-07	1.12995665942746e-05
ENSG00000204130	10	-	RUFY2	protein_coding	RUN and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19761]	34	92.6690597292981	1.42545050206876e-07	1.16657285255416e-05
ENSG00000124920	11	+	MYRF	protein_coding	myelin regulatory factor [Source:HGNC Symbol;Acc:HGNC:1181]	40	101.979049256231	1.54838348212829e-07	1.26017884393546e-05
ENSG00000122140	9	+	MRPS2	protein_coding	mitochondrial ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:14495]	18	64.7362904839804	1.70250120613501e-07	1.37799699272389e-05
ENSG00000110011	11	+	DNAJC4	protein_coding	DnaJ heat shock protein family (Hsp40) member C4 [Source:HGNC Symbol;Acc:HGNC:5271]	29	83.8715920591173	1.74528139717637e-07	1.4049038394429e-05
ENSG00000288208	1	-	AL451136.1	protein_coding	novel protein	18	64.5340048328551	1.84159106799586e-07	1.47437380557864e-05
ENSG00000233927	19	+	RPS28	protein_coding	ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:10418]	11	50.7980171250677	1.90286584165636e-07	1.51181150935792e-05
ENSG00000197275	8	-	RAD54B	protein_coding	RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]	13	54.8710007952087	1.90887883199086e-07	1.51181150935792e-05
ENSG00000186575	22	+	NF2	protein_coding	neurofibromin 2 [Source:HGNC Symbol;Acc:HGNC:7773]	37	96.4633878941	1.99842203640394e-07	1.57426497423885e-05
ENSG00000243232	5	+	PCDHAC2	protein_coding	protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]	10	48.526884008836	2.03557451268878e-07	1.5950025609797e-05
ENSG00000172922	11	-	RNASEH2C	protein_coding	ribonuclease H2 subunit C [Source:HGNC Symbol;Acc:HGNC:24116]	24	74.9074662517287	2.07688292939646e-07	1.61875991708674e-05
ENSG00000166171	10	+	DPCD	protein_coding	deleted in primary ciliary dyskinesia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:24542]	16	60.2543330877477	2.28040869517209e-07	1.76803686782e-05
ENSG00000114861	3	-	FOXP1	protein_coding	forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]	75	152.143112301523	2.4296090389847e-07	1.87385187189967e-05
ENSG00000286169	5	+	AHRR	protein_coding	aryl-hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346]	8	43.4672000630807	2.70961136720998e-07	2.07892109637345e-05
ENSG00000105048	19	-	TNNT1	protein_coding	troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]	42	103.175489457438	2.85914857720911e-07	2.18228589071852e-05
ENSG00000151552	4	-	QDPR	protein_coding	quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752]	23	71.9288714935825	3.27709103314154e-07	2.48839319635093e-05
ENSG00000109920	11	-	FNBP4	protein_coding	formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752]	44	105.209821780013	3.95368562142304e-07	2.98675604559912e-05
ENSG00000109670	4	-	FBXW7	protein_coding	F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]	33	87.7943421138042	4.26855836860249e-07	3.20817006774915e-05
ENSG00000105472	19	+	CLEC11A	protein_coding	C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576]	8	42.2466423186305	4.66114610344235e-07	3.4854488959294e-05
ENSG00000100101	22	+	Z83844.1	protein_coding	novel transcript	9	44.3120877989883	4.96691650858284e-07	3.69533571151181e-05
ENSG00000170464	5	-	DNAJC18	protein_coding	DnaJ heat shock protein family (Hsp40) member C18 [Source:HGNC Symbol;Acc:HGNC:28429]	23	70.7348567702465	5.06571366276837e-07	3.74990090282617e-05
ENSG00000092199	14	-	HNRNPC	protein_coding	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	70	142.313107013577	5.13518700052388e-07	3.76505773933482e-05
ENSG00000142864	1	-	SERBP1	protein_coding	SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]	23	70.6940720787203	5.14140387560936e-07	3.76505773933482e-05
ENSG00000261487	16	+	AC135048.1	lncRNA	novel transcript	5	34.7766392531515	5.16286513709615e-07	3.76505773933482e-05
ENSG00000260342	16	-	AC138811.2	protein_coding	novel protein	7	39.5609982761845	5.55552204860807e-07	4.03144804423869e-05
ENSG00000204963	5	+	PCDHA7	protein_coding	protocadherin alpha 7 [Source:HGNC Symbol;Acc:HGNC:8673]	5	34.5744951144319	5.68057270432602e-07	4.10198610330523e-05
ENSG00000198211	16	+	AC092143.1	protein_coding	novel protein (MC1R-TUBB3 readthrough)	4	31.6392331037183	6.2346030522173e-07	4.4800945152299e-05
ENSG00000129292	8	+	PHF20L1	protein_coding	PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280]	54	118.404495813883	6.65648742325855e-07	4.76003476854474e-05
ENSG00000146007	5	+	ZMAT2	protein_coding	zinc finger matrin-type 2 [Source:HGNC Symbol;Acc:HGNC:26433]	11	47.70931723078	7.01302402961779e-07	4.99076603769564e-05
ENSG00000145335	4	-	SNCA	protein_coding	synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]	24	71.4613436792239	7.21849630288649e-07	5.11229178066446e-05
ENSG00000089820	X	-	ARHGAP4	protein_coding	Rho GTPase activating protein 4 [Source:HGNC Symbol;Acc:HGNC:674]	43	101.686999764862	7.35146453132715e-07	5.16630329526088e-05
ENSG00000164985	9	-	PSIP1	protein_coding	PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]	25	73.0928189915818	7.36490185326715e-07	5.16630329526088e-05
ENSG00000152977	3	+	ZIC1	protein_coding	Zic family member 1 [Source:HGNC Symbol;Acc:HGNC:12872]	11	47.3842446980173	8.03815300471869e-07	5.61184985367351e-05
ENSG00000185070	14	+	FLRT2	protein_coding	fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3761]	13	51.2586825879491	8.38521148896995e-07	5.82653539830266e-05
ENSG00000170365	4	+	SMAD1	protein_coding	SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]	20	64.1033307888473	8.53329384214539e-07	5.90159397129783e-05
ENSG00000168487	8	+	BMP1	protein_coding	bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067]	42	99.5795505718879	8.8195779566055e-07	6.07108424667082e-05
ENSG00000284779	11	-	AC132217.2	protein_coding	novel protein	3	27.8176496071545	9.10907206721687e-07	6.24119723824054e-05
ENSG00000184840	5	+	TMED9	protein_coding	transmembrane p24 trafficking protein 9 [Source:HGNC Symbol;Acc:HGNC:24878]	17	58.5052525083883	9.32732320984128e-07	6.34413756446706e-05
ENSG00000122550	7	+	KLHL7	protein_coding	kelch like family member 7 [Source:HGNC Symbol;Acc:HGNC:15646]	30	80.6279770559366	9.371561470678e-07	6.34413756446706e-05
ENSG00000189056	7	-	RELN	protein_coding	reelin [Source:HGNC Symbol;Acc:HGNC:9957]	75	147.042302914888	9.38851394375004e-07	6.34413756446706e-05
ENSG00000157191	1	+	NECAP2	protein_coding	NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:HGNC:25528]	28	77.2150744373076	9.90796625936667e-07	6.66457766971372e-05
ENSG00000105618	19	+	PRPF31	protein_coding	pre-mRNA processing factor 31 [Source:HGNC Symbol;Acc:HGNC:15446]	32	83.5355778704434	1.03617330123791e-06	6.92510924293621e-05
ENSG00000167881	17	-	SRP68	protein_coding	signal recognition particle 68 [Source:HGNC Symbol;Acc:HGNC:11302]	36	89.8282381340666	1.03893092301195e-06	6.92510924293621e-05
ENSG00000135486	12	+	HNRNPA1	protein_coding	heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]	39	94.2159820642073	1.12568108544244e-06	7.46955318452821e-05
ENSG00000141971	19	+	MVB12A	protein_coding	multivesicular body subunit 12A [Source:HGNC Symbol;Acc:HGNC:25153]	29	78.419248021643	1.14515050596635e-06	7.56466910465932e-05
ENSG00000239389	5	+	PCDHA13	protein_coding	protocadherin alpha 13 [Source:HGNC Symbol;Acc:HGNC:8667]	8	40.1289130249298	1.18925839557647e-06	7.82096670769507e-05
ENSG00000197256	19	-	KANK2	protein_coding	KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]	29	78.272745439448	1.20360111579614e-06	7.88011023857464e-05
ENSG00000140350	15	-	ANP32A	protein_coding	acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233]	23	68.3083960533757	1.21754805431007e-06	7.93615061417773e-05
ENSG00000138376	2	-	BARD1	protein_coding	BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]	32	82.9719941996649	1.24912636723537e-06	8.10611476464504e-05
ENSG00000204310	6	-	AGPAT1	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	11	46.0194760274035	1.42263360448088e-06	9.1915858015824e-05
ENSG00000110713	11	-	NUP98	protein_coding	nucleoporin 98 [Source:HGNC Symbol;Acc:HGNC:8068]	75	145.319460621683	1.46881668466821e-06	9.44853213181106e-05
ENSG00000197756	2	+	RPL37A	protein_coding	ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348]	22	66.0312100715893	1.49864250400178e-06	9.59847944628273e-05
ENSG00000125744	19	-	RTN2	protein_coding	reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468]	23	67.6347066275226	1.55006067127778e-06	9.88482413359001e-05
ENSG00000162591	1	-	MEGF6	protein_coding	multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]	49	108.045352070975	1.60914317704231e-06	0.000102173655780217
ENSG00000255073	11	+	ZFP91-CNTF	protein_coding	ZFP91-CNTF readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:33441]	12	47.6711696176529	1.63386970555575e-06	0.000103298431899321
ENSG00000135506	12	+	OS9	protein_coding	OS9 endoplasmic reticulum lectin [Source:HGNC Symbol;Acc:HGNC:16994]	59	122.119554033932	1.80118966207023e-06	0.000113390277401524
ENSG00000270316	10	+	BORCS7-ASMT	protein_coding	BORCS7-ASMT readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49183]	15	53.0713768346689	1.84999391538789e-06	0.000115967065393953
ENSG00000174243	12	-	DDX23	protein_coding	DEAD-box helicase 23 [Source:HGNC Symbol;Acc:HGNC:17347]	46	102.92110401058	1.97784731922633e-06	0.00012345622398103
ENSG00000105655	19	-	ISYNA1	protein_coding	inositol-3-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:29821]	37	88.9053399179571	2.28144413830527e-06	0.000141805711398206
ENSG00000163933	3	-	RFT1	protein_coding	RFT1 homolog [Source:HGNC Symbol;Acc:HGNC:30220]	18	57.9062740587194	2.31871466645055e-06	0.000143516746854971
ENSG00000249590	22	+	AC004832.3	protein_coding	novel SEC14-like 2 (S. cerevisiae) (SEC14L2) and mitochondrial protein 18 kDa (MTP18) protein	12	46.7957451718523	2.33766594219914e-06	0.00014408433888927
ENSG00000204574	6	+	ABCF1	protein_coding	ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]	36	87.0264068548126	2.54293873709291e-06	0.000156083460567149
ENSG00000198715	1	-	GLMP	protein_coding	glycosylated lysosomal membrane protein [Source:HGNC Symbol;Acc:HGNC:29436]	35	85.2585851837819	2.73310625656804e-06	0.000167059702346488
ENSG00000108107	19	+	RPL28	protein_coding	ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:10330]	21	62.6531185469342	2.74549604822917e-06	0.000167123563167206
ENSG00000122482	1	-	ZNF644	protein_coding	zinc finger protein 644 [Source:HGNC Symbol;Acc:HGNC:29222]	24	67.6775333149151	2.76201911118545e-06	0.000167437463073551
ENSG00000148985	11	+	PGAP2	protein_coding	post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:HGNC:17893]	44	98.664964313712	2.9070279588523e-06	0.000175505855991202
ENSG00000164294	5	+	GPX8	protein_coding	glutathione peroxidase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:33100]	20	60.6963139435622	3.00141384649514e-06	0.000180464601521306
ENSG00000154813	3	-	DPH3	protein_coding	diphthamide biosynthesis 3 [Source:HGNC Symbol;Acc:HGNC:27717]	8	37.9732058024354	3.06592159863787e-06	0.000183593866136319
ENSG00000096063	6	-	SRPK1	protein_coding	SRSF protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:11305]	40	92.4973274689431	3.07958791829197e-06	0.000183665626009551
ENSG00000103326	16	+	CAPN15	protein_coding	calpain 15 [Source:HGNC Symbol;Acc:HGNC:11182]	18	57.0465857447793	3.20080127446103e-06	0.000190125014411635
ENSG00000099385	16	-	BCL7C	protein_coding	BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]	14	49.6595869305378	3.41020903711075e-06	0.000201750157934452
ENSG00000182481	17	+	KPNA2	protein_coding	karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]	22	63.6491606238327	3.52618017617621e-06	0.000207776640701007
ENSG00000140105	14	-	WARS	protein_coding	tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12729]	81	150.02243431491	3.55147227841562e-06	0.000208433219654743
ENSG00000196507	X	+	TCEAL3	protein_coding	transcription elongation factor A like 3 [Source:HGNC Symbol;Acc:HGNC:28247]	8	37.3898504234647	3.95672112685869e-06	0.000231295471903791
ENSG00000130402	19	+	ACTN4	protein_coding	actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]	39	90.1247426260354	4.01727592872338e-06	0.000233907081841992
ENSG00000198216	1	+	CACNA1E	protein_coding	calcium voltage-gated channel subunit alpha1 E [Source:HGNC Symbol;Acc:HGNC:1392]	7	35.0409656570498	4.23145661810779e-06	0.000245407824572228
ENSG00000169744	4	-	LDB2	protein_coding	LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533]	30	76.0833572581704	4.27036754073394e-06	0.000246693271539418
ENSG00000186532	17	-	SMYD4	protein_coding	SET and MYND domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21067]	17	53.9626024404106	5.2589596109157e-06	0.000302616148548434
ENSG00000141698	17	-	NT5C3B	protein_coding	5'-nucleotidase, cytosolic IIIB [Source:HGNC Symbol;Acc:HGNC:28300]	37	86.2099651495149	5.2947104407367e-06	0.000303487857986351
ENSG00000134871	13	+	COL4A2	protein_coding	collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203]	76	141.491782952714	5.48848745710085e-06	0.000312365434101989
ENSG00000259332	15	-	ST20-MTHFS	protein_coding	ST20-MTHFS readthrough [Source:HGNC Symbol;Acc:HGNC:44655]	7	34.4559862207743	5.49199968993382e-06	0.000312365434101989
ENSG00000144401	2	-	METTL21A	protein_coding	methyltransferase like 21A [Source:HGNC Symbol;Acc:HGNC:30476]	18	55.5204706423543	5.65120811688526e-06	0.000320184410653218
ENSG00000133316	11	-	WDR74	protein_coding	WD repeat domain 74 [Source:HGNC Symbol;Acc:HGNC:25529]	39	88.978766519355	5.70286176740535e-06	0.000321873014159572
ENSG00000011332	19	-	DPF1	protein_coding	double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]	33	79.7827355585559	5.8560818829545e-06	0.000329259321441995
ENSG00000204681	6	-	GABBR1	protein_coding	gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]	50	104.96671403954	5.94341366707243e-06	0.000331682730800418
ENSG00000052749	10	-	RRP12	protein_coding	ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100]	53	109.262169708217	5.94421566297675e-06	0.000331682730800418
ENSG00000257621	14	-	PSMA3-AS1	lncRNA	PSMA3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26445]	22	62.0395157959048	6.24392373608065e-06	0.000347091473796997
ENSG00000130522	19	-	JUND	protein_coding	JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]	3	23.9259006618306	6.3761229659232e-06	0.00035310777222186
ENSG00000177000	1	-	MTHFR	protein_coding	methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436]	41	91.5650167191674	6.42348391409981e-06	0.000354398282916121
ENSG00000184939	16	+	ZFP90	protein_coding	ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329]	29	73.2506949798254	6.45894262429248e-06	0.000355024939546465
ENSG00000155093	7	-	PTPRN2	protein_coding	protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]	25	66.8449877801865	6.50179732681784e-06	0.000356051956956705
ENSG00000240764	5	+	PCDHGC5	protein_coding	protocadherin gamma subfamily C, 5 [Source:HGNC Symbol;Acc:HGNC:8718]	5	29.2603410020857	6.92088125058086e-06	0.000377598154452987
ENSG00000077157	1	+	PPP1R12B	protein_coding	protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]	25	66.5428937400746	7.20868880276185e-06	0.00039184942713463
ENSG00000258210	12	-	AC144548.1	lncRNA	novel transcript	5	29.144086265171	7.30781720354275e-06	0.000394402795167861
ENSG00000140395	15	-	WDR61	protein_coding	WD repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:30300]	35	82.1339736755744	7.32353523895444e-06	0.000394402795167861
ENSG00000136826	9	-	KLF4	protein_coding	Kruppel like factor 4 [Source:HGNC Symbol;Acc:HGNC:6348]	6	31.5372154071645	7.33598302056846e-06	0.000394402795167861
ENSG00000103194	16	+	USP10	protein_coding	ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]	46	98.4034551250966	7.4329572298266e-06	0.000398163247100275
ENSG00000125863	20	-	MKKS	protein_coding	McKusick-Kaufman syndrome [Source:HGNC Symbol;Acc:HGNC:7108]	13	45.8063894211881	7.49183912394074e-06	0.000399863341068011
ENSG00000167904	8	-	TMEM68	protein_coding	transmembrane protein 68 [Source:HGNC Symbol;Acc:HGNC:26510]	36	83.2044533522279	8.40474524600154e-06	0.000446968600068046
ENSG00000139644	12	+	TMBIM6	protein_coding	transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723]	52	106.490375573626	8.64189975717082e-06	0.000457927429219005
ENSG00000136114	13	-	THSD1	protein_coding	thrombospondin type 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17754]	4	26.1552006023363	8.8497706811812e-06	0.000467261548044732
ENSG00000167978	16	+	SRRM2	protein_coding	serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]	69	130.015877099398	8.95269002046261e-06	0.000471007416755124
ENSG00000101966	X	+	XIAP	protein_coding	X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]	22	61.0045023462834	8.98874140157468e-06	0.000471221172906038
ENSG00000283103	19	-	AC010642.2	lncRNA	novel transcript, antisense to ERVK3-1	17	52.4962654804012	9.10642527977836e-06	0.000475697697859628
ENSG00000285304	22	+	Z83844.3	protein_coding	novel protein	16	50.7287242814879	9.1483772253409e-06	0.000476200512037091
ENSG00000100201	22	-	DDX17	protein_coding	DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]	30	73.3905777474805	1.02762476599145e-05	0.000533026071402114
ENSG00000228794	1	+	LINC01128	lncRNA	long intergenic non-protein coding RNA 1128 [Source:HGNC Symbol;Acc:HGNC:49377]	23	62.242037497064	1.03485010078799e-05	0.000534890415252907
ENSG00000102893	16	+	PHKB	protein_coding	phosphorylase kinase regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:8927]	56	111.402900775561	1.05656433932111e-05	0.000543059936901026
ENSG00000125733	19	+	TRIP10	protein_coding	thyroid hormone receptor interactor 10 [Source:HGNC Symbol;Acc:HGNC:12304]	31	74.8387015404953	1.06094423799565e-05	0.000543059936901026
ENSG00000162105	11	-	SHANK2	protein_coding	SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295]	22	60.5292066867752	1.06171517091505e-05	0.000543059936901026
ENSG00000134138	15	-	MEIS2	protein_coding	Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001]	54	108.478417416909	1.08936432358433e-05	0.000555274250889992
ENSG00000012822	12	-	CALCOCO1	protein_coding	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]	53	107.00350039281	1.10854805023147e-05	0.00056310418372275
ENSG00000110696	11	+	C11orf58	protein_coding	chromosome 11 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:16990]	20	57.048950886559	1.12279580256422e-05	0.000568381614005965
ENSG00000122257	16	+	RBBP6	protein_coding	RB binding protein 6, ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:9889]	39	86.7058329584182	1.13329837586162e-05	0.000570362793217591
ENSG00000258924	17	+	AC002094.1	lncRNA	novel transcript readthrough between TMEM199 and SARM1	6	30.5714134243507	1.13809322890896e-05	0.000570362793217591
ENSG00000181396	17	-	OGFOD3	protein_coding	2-oxoglutarate and iron dependent oxygenase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26174]	30	73.0735842606833	1.13832503703735e-05	0.000570362793217591
ENSG00000263809	17	-	AC135178.3	protein_coding	novel protein	6	30.4259173197722	1.21579619980588e-05	0.000607115044723401
ENSG00000130713	9	+	EXOSC2	protein_coding	exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]	26	66.5854707221708	1.22111218288014e-05	0.000607709579932681
ENSG00000146701	7	+	MDH2	protein_coding	malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]	22	59.9630722662794	1.29370922149822e-05	0.000641671062016507
