Gene.stable.ID	Gene.name	Gene.type	Gene.description	Chromosome.scaffold.name	logFC	logCPM	PValue	FDR
ENSG00000176731	RBIS	protein_coding	ribosomal biogenesis factor [Source:HGNC Symbol;Acc:HGNC:32235]	8	0.472789612638637	3.73396809724017	0.0152530297812835	0.0499726334823265
ENSG00000277462	ZNF670	protein_coding	zinc finger protein 670 [Source:HGNC Symbol;Acc:HGNC:28167]	1	-0.548555928337311	3.26122566705509	0.0152665759742929	0.0500071468686445
ENSG00000136068	FLNB	protein_coding	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	3	0.394957623072607	8.2215087200059	0.0152764074806121	0.0500294812244741
ENSG00000107140	TESK1	protein_coding	testis associated actin remodelling kinase 1 [Source:HGNC Symbol;Acc:HGNC:11731]	9	-0.455232599712259	4.37378137215159	0.015333904640334	0.050207878652752
ENSG00000197728	RPS26	protein_coding	ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:10414]	12	0.390217552561206	6.71742636670737	0.0153485559800853	0.0502459431177714
ENSG00000285756	BX890604.2	lncRNA	novel transcript	X	-0.460328057896187	5.20624201890982	0.0153573265632381	0.0502571863621829
ENSG00000249592	AC139887.2	lncRNA	novel transcript, antisense to PCGF3	4	-0.63004839783532	1.69224267432694	0.0153580440617752	0.0502571863621829
ENSG00000174444	RPL4	protein_coding	ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353]	15	0.359980007326788	10.9948040041919	0.0153794663654038	0.0503173713361902
ENSG00000183850	ZNF730	protein_coding	zinc finger protein 730 [Source:HGNC Symbol;Acc:HGNC:32470]	19	-0.567446609843209	3.37188803592525	0.0154061306711707	0.0503946796028601
ENSG00000140983	RHOT2	protein_coding	ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169]	16	-0.483571067978095	5.28152489511293	0.0154142020762868	0.0504111505366686
ENSG00000162692	VCAM1	protein_coding	vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]	1	0.666457619469223	3.50456372190423	0.0154246088864337	0.0504352512702529
ENSG00000143382	ADAMTSL4	protein_coding	ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]	1	0.475082617472768	3.73742826058104	0.0154810998680239	0.0506099984659715
ENSG00000205212	CCDC144NL	protein_coding	coiled-coil domain containing 144 family, N-terminal like [Source:HGNC Symbol;Acc:HGNC:33735]	17	-0.885673741323071	0.847750247106466	0.0154891859146089	0.050618307590814
ENSG00000127720	METTL25	protein_coding	methyltransferase like 25 [Source:HGNC Symbol;Acc:HGNC:26228]	12	0.524266236039563	2.86372597541747	0.015489738669533	0.050618307590814
ENSG00000107874	CUEDC2	protein_coding	CUE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28352]	10	-0.493865140994192	5.94970484452321	0.0154931283528837	0.0506194221116255
ENSG00000121058	COIL	protein_coding	coilin [Source:HGNC Symbol;Acc:HGNC:2184]	17	0.476123628947701	4.37629218375116	0.0155044427448081	0.0506394840912606
ENSG00000121297	TSHZ3	protein_coding	teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]	19	0.379314004753231	5.54578712503963	0.0155053684124289	0.0506394840912606
ENSG00000183023	SLC8A1	protein_coding	solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]	2	0.394435786418712	5.80137654361051	0.01552170150527	0.0506828577765002
ENSG00000160299	PCNT	protein_coding	pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]	21	-0.400538078056237	5.37848282630013	0.0155475109113604	0.0507571512332341
ENSG00000164366	CCDC127	protein_coding	coiled-coil domain containing 127 [Source:HGNC Symbol;Acc:HGNC:30520]	5	-0.410785624389054	4.54228580564941	0.0155536727987295	0.0507647628186526
ENSG00000203288	TDRKH-AS1	lncRNA	TDRKH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40578]	1	-1.19220433337698	-0.060568274521481	0.0155559571923214	0.0507647628186526
ENSG00000007545	CRAMP1	protein_coding	cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122]	16	-0.441610286931952	4.2079819170671	0.0155751921838264	0.0508175458872575
ENSG00000102144	PGK1	protein_coding	phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]	X	0.388221555593603	8.64512799714815	0.0156107309746596	0.0509147571768597
ENSG00000225828	FAM229A	protein_coding	family with sequence similarity 229 member A [Source:HGNC Symbol;Acc:HGNC:44652]	1	-0.889794242607711	0.749410870879231	0.0156111195367016	0.0509147571768597
ENSG00000145864	GABRB2	protein_coding	gamma-aminobutyric acid type A receptor beta2 subunit [Source:HGNC Symbol;Acc:HGNC:4082]	5	0.685671016260325	1.77111479793286	0.0156175750261458	0.0509254051002523
ENSG00000091527	CDV3	protein_coding	CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]	3	0.564087867896986	7.38330448154346	0.015620518439869	0.0509254051002523
ENSG00000158941	CCAR2	protein_coding	cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]	8	-0.431030347284145	6.71084791696927	0.0156389213970326	0.0509753927907988
ENSG00000131584	ACAP3	protein_coding	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]	1	-0.495058592806859	5.74707567578218	0.0156436049262865	0.0509806508726323
ENSG00000157152	SYN2	protein_coding	synapsin II [Source:HGNC Symbol;Acc:HGNC:11495]	3	-0.638226220172183	2.43132247438655	0.0156505407767847	0.0509932454979852
ENSG00000108179	PPIF	protein_coding	peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]	10	0.432908447165667	5.88767887339297	0.0156640601503137	0.0510091197216841
ENSG00000182873	PRKCZ-AS1	lncRNA	PRKCZ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40477]	1	-0.745246804058845	1.81776942346888	0.0156643783473109	0.0510091197216841
ENSG00000184434	LRRC19	protein_coding	leucine rich repeat containing 19 [Source:HGNC Symbol;Acc:HGNC:23379]	9	0.922488129852923	2.00526346809958	0.0156646290930419	0.0510091197216841
ENSG00000170348	TMED10	protein_coding	transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]	14	0.429885046520178	8.53015447749725	0.0156895817443258	0.0510803559378009
ENSG00000143977	SNRPG	protein_coding	small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:HGNC:11163]	2	0.444055704324023	5.25869000563986	0.0157205070355003	0.0511610122737985
ENSG00000070476	ZXDC	protein_coding	ZXD family zinc finger C [Source:HGNC Symbol;Acc:HGNC:28160]	3	-0.425127083872493	5.15030176566491	0.0157205182257842	0.0511610122737985
ENSG00000187045	TMPRSS6	protein_coding	transmembrane serine protease 6 [Source:HGNC Symbol;Acc:HGNC:16517]	22	0.710627678511458	1.97905472941617	0.0157478673068281	0.0512399742822994
ENSG00000188191	PRKAR1B	protein_coding	protein kinase cAMP-dependent type I regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9390]	7	0.725224146562828	3.90959465926321	0.0157595984427174	0.0512680980687461
ENSG00000175395	ZNF25	protein_coding	zinc finger protein 25 [Source:HGNC Symbol;Acc:HGNC:13043]	10	-0.5595625647208	3.82217940882706	0.0157736701012262	0.0512996387410098
ENSG00000113108	APBB3	protein_coding	amyloid beta precursor protein binding family B member 3 [Source:HGNC Symbol;Acc:HGNC:20708]	5	-0.511433658637381	3.59907844001523	0.0157754731035652	0.0512996387410098
ENSG00000077514	POLD3	protein_coding	DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]	11	0.431130649910022	4.7759008926743	0.0157846706725633	0.051319497130848
ENSG00000119547	ONECUT2	protein_coding	one cut homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8139]	18	-0.543238925326451	5.4834559647721	0.0158214666460806	0.0514290587688962
ENSG00000142634	EFHD2	protein_coding	EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]	1	0.510410668077409	5.57586470263173	0.0158359046805914	0.0514659153095595
ENSG00000177076	ACER2	protein_coding	alkaline ceramidase 2 [Source:HGNC Symbol;Acc:HGNC:23675]	9	-0.555303827610926	2.84952715980073	0.0158419394102413	0.0514754524398526
ENSG00000177943	MAMDC4	protein_coding	MAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24083]	9	-0.537062676725016	3.43520917277159	0.0158913664268588	0.0516259534634247
ENSG00000174482	LINGO2	protein_coding	leucine rich repeat and Ig domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21207]	9	-0.463840496810214	3.97746098388078	0.0158947683503048	0.0516269040861622
ENSG00000182324	KCNJ14	protein_coding	potassium voltage-gated channel subfamily J member 14 [Source:HGNC Symbol;Acc:HGNC:6260]	19	-0.6937379700593	1.575890816287	0.0159208716009656	0.0516959290278299
ENSG00000172264	MACROD2	protein_coding	mono-ADP ribosylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:16126]	20	0.615398268948036	1.97523756767437	0.0159222465097761	0.0516959290278299
ENSG00000087266	SH3BP2	protein_coding	SH3 domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825]	4	0.416053336775237	5.87031863485388	0.0159423189253855	0.0517501634074956
ENSG00000185963	BICD2	protein_coding	BICD cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17208]	9	-0.427165571041923	6.30789988392499	0.0159451840515988	0.0517501634074956
ENSG00000171045	TSNARE1	protein_coding	t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]	8	-0.638776176837257	2.98303781954271	0.01595412453076	0.0517690607208792
ENSG00000198758	EPS8L3	protein_coding	EPS8 like 3 [Source:HGNC Symbol;Acc:HGNC:21297]	1	0.912888577287036	1.30073660324169	0.0159889896527436	0.051872056309917
ENSG00000181817	LSM10	protein_coding	LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:17562]	1	-0.454441149880454	3.90169912158089	0.016017391936003	0.0519540487801119
ENSG00000146701	MDH2	protein_coding	malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]	7	-0.413639395615039	7.29923423339032	0.0160291000182152	0.0519818704496964
ENSG00000101444	AHCY	protein_coding	adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]	20	0.36754997176389	7.41533627566914	0.0160464744537577	0.0520280534720157
ENSG00000179029	TMEM107	protein_coding	transmembrane protein 107 [Source:HGNC Symbol;Acc:HGNC:28128]	17	-0.429863518512673	4.05119245766799	0.0161061247097804	0.0522112640923847
ENSG00000171475	WIPF2	protein_coding	WAS/WASL interacting protein family member 2 [Source:HGNC Symbol;Acc:HGNC:30923]	17	-0.413549208004013	5.66304746344021	0.0161176579336417	0.0522384525337081
ENSG00000123572	NRK	protein_coding	Nik related kinase [Source:HGNC Symbol;Acc:HGNC:25391]	X	0.906268430318762	3.33435545404616	0.0161654852381199	0.0523832390503011
ENSG00000057608	GDI2	protein_coding	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]	10	0.536150656723202	8.0150720525714	0.0161759813102876	0.0523970812537938
ENSG00000092208	GEMIN2	protein_coding	gem nuclear organelle associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10884]	14	-0.55997221506561	3.39999406156018	0.0161760683273276	0.0523970812537938
ENSG00000197070	ARRDC1	protein_coding	arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]	9	-0.519285223416821	4.27464043733008	0.0161931137643343	0.0524243926214212
ENSG00000160323	ADAMTS13	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:HGNC Symbol;Acc:HGNC:1366]	9	-0.623992164334227	2.76937834689575	0.0161939565849651	0.0524243926214212
ENSG00000163364	LINC01116	lncRNA	long intergenic non-protein coding RNA 1116 [Source:HGNC Symbol;Acc:HGNC:49259]	2	0.890963280490636	0.632606475319207	0.0161939719197343	0.0524243926214212
ENSG00000227110	LMCD1-AS1	lncRNA	LMCD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44477]	3	-0.716319349614383	2.03152739859788	0.0161972139437583	0.0524246667294664
ENSG00000213923	CSNK1E	protein_coding	casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]	22	-0.501671979189873	6.29964929032553	0.0162019363864581	0.0524297313897388
ENSG00000161057	PSMC2	protein_coding	proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]	7	0.545244356429091	5.70203713696843	0.0162122578468643	0.0524529090587169
ENSG00000010704	HFE	protein_coding	homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]	6	0.61908223098243	2.38097744210954	0.0162518885063772	0.0525708857899643
ENSG00000109089	CDR2L	protein_coding	cerebellar degeneration related protein 2 like [Source:HGNC Symbol;Acc:HGNC:29999]	17	-0.55512339436101	5.13105285499622	0.0162642713380228	0.0526006936689774
ENSG00000171914	TLN2	protein_coding	talin 2 [Source:HGNC Symbol;Acc:HGNC:15447]	15	0.428123669755987	6.67844456231001	0.0162737892395618	0.0526212261993544
ENSG00000135476	ESPL1	protein_coding	extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]	12	-0.488435959093274	4.55105476159153	0.0163229522839182	0.052769918170206
ENSG00000162591	MEGF6	protein_coding	multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]	1	-0.508887715873503	5.66557011718957	0.0163313079272247	0.0527866530705937
ENSG00000163219	ARHGAP25	protein_coding	Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951]	2	0.70159296873844	1.81478521332894	0.0163359616571301	0.0527914183252215
ENSG00000179743	AL450998.2	lncRNA	novel transcript	1	-0.679381275535539	2.72360369686316	0.0163476946793242	0.0528190547685345
ENSG00000187097	ENTPD5	protein_coding	ectonucleoside triphosphate diphosphohydrolase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:3367]	14	0.532064160064587	4.1924227723316	0.0163581838169735	0.0528382769302833
ENSG00000180938	ZNF572	protein_coding	zinc finger protein 572 [Source:HGNC Symbol;Acc:HGNC:26758]	8	0.76970773998804	0.961579658477347	0.0163623007285415	0.0528382769302833
ENSG00000114757	PEX5L	protein_coding	peroxisomal biogenesis factor 5 like [Source:HGNC Symbol;Acc:HGNC:30024]	3	-0.631967630370369	2.16791336441061	0.0163631907959237	0.0528382769302833
ENSG00000062282	DGAT2	protein_coding	diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16940]	11	0.450623140336805	3.84752779724328	0.0163726001753585	0.0528583809666835
ENSG00000120705	ETF1	protein_coding	eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]	5	0.504376947103321	6.63211547019547	0.0163776529005009	0.0528644146111815
ENSG00000166974	MAPRE2	protein_coding	microtubule associated protein RP/EB family member 2 [Source:HGNC Symbol;Acc:HGNC:6891]	18	-0.367398886109597	6.07305559660752	0.0163817623899123	0.0528674018896218
ENSG00000151617	EDNRA	protein_coding	endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]	4	0.487386752950446	5.46323436407592	0.0164045785577394	0.0529229687350504
ENSG00000100276	RASL10A	protein_coding	RAS like family 10 member A [Source:HGNC Symbol;Acc:HGNC:16954]	22	1.12161196067707	0.555853477073955	0.0164053553408398	0.0529229687350504
ENSG00000112305	SMAP1	protein_coding	small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651]	6	-0.453300444667746	4.12463681584618	0.0164132673295549	0.0529324420848784
ENSG00000164880	INTS1	protein_coding	integrator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24555]	7	-0.489632358747659	7.1717874106531	0.0164146678086629	0.0529324420848784
ENSG00000084093	REST	protein_coding	RE1 silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966]	4	0.516097445990974	6.18627955360329	0.0164187073454277	0.0529351877210643
ENSG00000163629	PTPN13	protein_coding	protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]	4	0.377640976706277	7.00374699898276	0.0164222959078096	0.0529364785970239
ENSG00000139899	CBLN3	protein_coding	cerebellin 3 precursor [Source:HGNC Symbol;Acc:HGNC:20146]	14	0.716670487012268	1.35578724214736	0.0164373764669939	0.0529739631867059
ENSG00000101213	PTK6	protein_coding	protein tyrosine kinase 6 [Source:HGNC Symbol;Acc:HGNC:9617]	20	-0.823501453401763	0.902705297777147	0.0164429194802137	0.0529739631867059
ENSG00000157741	UBN2	protein_coding	ubinuclein 2 [Source:HGNC Symbol;Acc:HGNC:21931]	7	-0.405639695063301	5.84197008498276	0.0164434959205181	0.0529739631867059
ENSG00000133687	TMTC1	protein_coding	transmembrane O-mannosyltransferase targeting cadherins 1 [Source:HGNC Symbol;Acc:HGNC:24099]	12	-0.403027402258894	4.5939919844269	0.0164579970375338	0.0530103943377714
ENSG00000132330	SCLY	protein_coding	selenocysteine lyase [Source:HGNC Symbol;Acc:HGNC:18161]	2	-0.941610794820221	0.981451915404043	0.0164755299612911	0.0530514192072577
ENSG00000145332	KLHL8	protein_coding	kelch like family member 8 [Source:HGNC Symbol;Acc:HGNC:18644]	4	0.501640518154777	4.85566424124128	0.0164771241177926	0.0530514192072577
ENSG00000163491	NEK10	protein_coding	NIMA related kinase 10 [Source:HGNC Symbol;Acc:HGNC:18592]	3	-0.810009126451918	1.83921838806776	0.0164947548410711	0.053097888596577
ENSG00000180479	ZNF571	protein_coding	zinc finger protein 571 [Source:HGNC Symbol;Acc:HGNC:25000]	19	-0.626026963438358	2.70122005951847	0.0165086061688891	0.0531321761636432
ENSG00000283236	AC074141.1	transcribed_unprocessed_pseudogene	novel zinc finger protein pseudogene	19	-0.814245782789144	0.811573262492528	0.016512630135947	0.0531348276700124
ENSG00000260807	AC009041.2	lncRNA	novel transcript	16	0.508196745789762	3.55316744383101	0.016524212239727	0.0531617942314332
ENSG00000132688	NES	protein_coding	nestin [Source:HGNC Symbol;Acc:HGNC:7756]	1	-0.544998630944562	8.20208746802306	0.0165288117173895	0.0531662901502394
ENSG00000049283	EPN3	protein_coding	epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]	17	-0.762529634931912	1.61312827662329	0.0165376665845471	0.0531844694886346
ENSG00000182916	TCEAL7	protein_coding	transcription elongation factor A like 7 [Source:HGNC Symbol;Acc:HGNC:28336]	X	-0.525535800362921	5.09198550681134	0.0165439041315103	0.0531942262199064
ENSG00000133519	ZDHHC8P1	transcribed_unprocessed_pseudogene	zinc finger DHHC-type containing 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26461]	22	-0.572660190836278	2.69029088281953	0.01657039450877	0.0532690862388415
ENSG00000153707	PTPRD	protein_coding	protein tyrosine phosphatase receptor type D [Source:HGNC Symbol;Acc:HGNC:9668]	9	0.376487055951803	7.42954124970293	0.0165765136475844	0.0532784422385774
ENSG00000100883	SRP54	protein_coding	signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]	14	0.539823138208338	5.32222901550667	0.0165862173880344	0.0532993136270413
ENSG00000164048	ZNF589	protein_coding	zinc finger protein 589 [Source:HGNC Symbol;Acc:HGNC:16747]	3	-0.49390183359232	3.80325609186869	0.0166070826566499	0.0533560372351034
ENSG00000089006	SNX5	protein_coding	sorting nexin 5 [Source:HGNC Symbol;Acc:HGNC:14969]	20	0.439454179238912	6.05053877068786	0.0166224528152353	0.0533834794795701
ENSG00000149357	LAMTOR1	protein_coding	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]	11	0.397330275017206	5.74742744062254	0.0166238097776355	0.0533834794795701
ENSG00000183935	HTR7P1	transcribed_processed_pseudogene	5-hydroxytryptamine receptor 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30411]	12	0.592685551060453	2.16399302238928	0.0166252693561104	0.0533834794795701
ENSG00000211459	MT-RNR1	Mt_rRNA	mitochondrially encoded 12S rRNA [Source:HGNC Symbol;Acc:HGNC:7470]	MT	-0.359117495757734	14.9145879723605	0.0166566787520103	0.0534739934258273
ENSG00000170325	PRDM10	protein_coding	PR/SET domain 10 [Source:HGNC Symbol;Acc:HGNC:13995]	11	-0.447637839204562	3.87696810057024	0.016666265481207	0.0534944272279067
ENSG00000138600	SPPL2A	protein_coding	signal peptide peptidase like 2A [Source:HGNC Symbol;Acc:HGNC:30227]	15	0.466033702882547	5.32242819239824	0.0167068000848901	0.053614168652786
ENSG00000144560	VGLL4	protein_coding	vestigial like family member 4 [Source:HGNC Symbol;Acc:HGNC:28966]	3	-0.427702681673193	6.14319402124872	0.0167154297895027	0.0536314968550538
ENSG00000136636	KCTD3	protein_coding	potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305]	1	0.529138851892052	5.48458290773636	0.0167200768223036	0.0536360424183787
ENSG00000124225	PMEPA1	protein_coding	prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]	20	-0.445040206078566	4.62331623406658	0.0167242225194984	0.0536389783105567
ENSG00000172216	CEBPB	protein_coding	CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]	20	0.445723408465163	3.8388969262426	0.0167504457477818	0.0537082111252913
ENSG00000255508	AP002990.1	protein_coding	novel protein	11	0.692163246176514	1.84380222539121	0.016752278090694	0.0537082111252913
ENSG00000136932	TRMO	protein_coding	tRNA methyltransferase O [Source:HGNC Symbol;Acc:HGNC:30967]	9	0.67750253350938	2.76680596424344	0.0167578412740564	0.0537102356282472
ENSG00000210135	MT-TN	Mt_tRNA	mitochondrially encoded tRNA-Asn (AAU/C) [Source:HGNC Symbol;Acc:HGNC:7493]	MT	-0.699165378507927	2.81067635058008	0.0167601821725876	0.0537102356282472
ENSG00000108771	DHX58	protein_coding	DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]	17	0.709184519996019	1.66450325013753	0.0167634936498765	0.0537102356282472
ENSG00000057657	PRDM1	protein_coding	PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]	6	0.599259160192721	2.77086243497576	0.0167658486666589	0.0537102356282472
ENSG00000111801	BTN3A3	protein_coding	butyrophilin subfamily 3 member A3 [Source:HGNC Symbol;Acc:HGNC:1140]	6	0.613643054028589	2.29653368733085	0.0167780320612887	0.0537388974432171
ENSG00000138698	RAP1GDS1	protein_coding	Rap1 GTPase-GDP dissociation stimulator 1 [Source:HGNC Symbol;Acc:HGNC:9859]	4	0.493259898624055	4.93384472022937	0.0167892706963665	0.053764522785433
ENSG00000164654	MIOS	protein_coding	meiosis regulator for oocyte development [Source:HGNC Symbol;Acc:HGNC:21905]	7	0.480954818679208	4.16797199272429	0.016847126980979	0.0539393938280322
ENSG00000113407	TARS	protein_coding	threonyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:11572]	5	0.476687635234008	6.69037439837362	0.0168595082620702	0.0539686283368833
ENSG00000100592	DAAM1	protein_coding	dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]	14	-0.408047462871465	5.53936590096341	0.0168642317211615	0.0539733430027303
ENSG00000099219	ERMP1	protein_coding	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]	9	0.453073262373107	5.28413639596817	0.0168720732187001	0.0539880330937168
ENSG00000214389	RPS3AP26	processed_pseudogene	ribosomal protein S3a pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36513]	7	0.40291940093366	4.8111092877745	0.0168902339864154	0.0540357312351526
ENSG00000138794	CASP6	protein_coding	caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507]	4	0.500966427727492	4.05454280055138	0.0168992238452986	0.0540398909676964
ENSG00000276545	PCDHGB9P	unprocessed_pseudogene	protocadherin gamma subfamily B, 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:15688]	5	-1.10182462623166	0.473376251937687	0.0169009957331161	0.0540398909676964
ENSG00000055332	EIF2AK2	protein_coding	eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]	2	0.412003649686376	6.4508342989957	0.0169012981086032	0.0540398909676964
ENSG00000123983	ACSL3	protein_coding	acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]	2	0.620663418066273	6.30236322753871	0.0169180645592087	0.0540830850868506
ENSG00000186638	KIF24	protein_coding	kinesin family member 24 [Source:HGNC Symbol;Acc:HGNC:19916]	9	-0.431659567173448	3.99816413471456	0.0169309188212895	0.0541113339210205
ENSG00000103502	CDIPT	protein_coding	CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:HGNC Symbol;Acc:HGNC:1769]	16	0.419706925080704	5.76021433094065	0.0169376168105963	0.0541113339210205
ENSG00000099625	CBARP	protein_coding	CACN subunit beta associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28617]	19	-0.661354807015398	3.90304321338091	0.0169411988208054	0.0541113339210205
ENSG00000128594	LRRC4	protein_coding	leucine rich repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:15586]	7	-0.472484088397696	4.97025277872832	0.0169425237992095	0.0541113339210205
ENSG00000113205	PCDHB3	protein_coding	protocadherin beta 3 [Source:HGNC Symbol;Acc:HGNC:8688]	5	-0.607638483889024	2.89931676514676	0.0169431959199823	0.0541113339210205
ENSG00000231793	DOC2GP	transcribed_unitary_pseudogene	double C2 domain gamma, pseudogene [Source:HGNC Symbol;Acc:HGNC:37962]	11	-0.855105256549798	0.63080355504426	0.0169511103090466	0.0541187159634757
ENSG00000256806	C17orf100	protein_coding	chromosome 17 open reading frame 100 [Source:HGNC Symbol;Acc:HGNC:34494]	17	-0.594016292159988	2.72518445800683	0.0169520261217801	0.0541187159634757
ENSG00000107036	RIC1	protein_coding	RIC1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:17686]	9	0.389985702470627	5.53950731064906	0.0169749303281387	0.0541814192941975
ENSG00000243978	RTL9	protein_coding	retrotransposon Gag like 9 [Source:HGNC Symbol;Acc:HGNC:29245]	X	-0.71654799459069	1.626850245936	0.0169949140419112	0.0542278536864566
ENSG00000167700	MFSD3	protein_coding	major facilitator superfamily domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25157]	8	-0.566612130410117	3.87724299371142	0.0169960100327825	0.0542278536864566
ENSG00000085276	MECOM	protein_coding	MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]	3	0.411279869808566	4.30705196151025	0.0170344246041566	0.0543399781224623
ENSG00000161270	NPHS1	protein_coding	NPHS1 adhesion molecule, nephrin [Source:HGNC Symbol;Acc:HGNC:7908]	19	0.530511577777244	3.35308807695917	0.0170379708052338	0.0543408504130045
ENSG00000147065	MSN	protein_coding	moesin [Source:HGNC Symbol;Acc:HGNC:7373]	X	0.360534760329831	7.96669010133303	0.0170543543454409	0.0543826578743423
ENSG00000157423	HYDIN	protein_coding	HYDIN axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368]	16	-0.589219204222495	3.96758910713114	0.0170616634173021	0.0543955183143018
ENSG00000196943	NOP9	protein_coding	NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826]	14	-0.387691163337462	4.94881531284533	0.0170770910311177	0.0544342521560144
ENSG00000162769	FLVCR1	protein_coding	feline leukemia virus subgroup C cellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:24682]	1	-0.434205393677193	4.84042193283402	0.0170867965764063	0.0544547351928311
